! Author: Greg Thompson  NCAR/RAP
!         please mail corrections to gthompsn (at) ucar (dot) edu
! Date: 20 Feb 2015
! This file is continuously maintained at:
! http://www.rap.ucar.edu/weather/surface/stations.txt
!
! This file is organized by state alphabetically, then by Canadian
! province and then all other stations.  The file was compiled from lists
! of the following:
!      METAR sites
!      NEXRADs
!      rawinsonde sites
!      wind profilers
!      WFOs, RFCs, NCEP-Centers
!      AIRMET/SIGMET station list (VORs?)
!      ARTCCs (Air Route Traffic Control Centers - FAA)
!      old SAO sites for archive data access  (flagged in a special manner)
!
!   Country abbreviations from ISO 3166
!   source:  ftp://ftp.fu-berlin.de/doc/iso/iso3166-countrycodes.txt
!   another: http://www.iso.org/iso/en/prods-services/iso3166ma/02iso-3166-code-lists/list-en1.html
!
!   CD = 2 letter state (province) abbreviation
!   STATION = 16 character station long name
!   ICAO = 4-character international id
!   IATA = 3-character (FAA) id
!   SYNOP = 5-digit international synoptic number
!   LAT = Latitude (degrees minutes)
!   LON = Longitude (degree minutes)
!   ELEV = Station elevation (meters)
!   M = METAR reporting station.   Also Z=obsolete? site
!   N = NEXRAD (WSR-88D) Radar site
!   V = Aviation-specific flag (V=AIRMET/SIGMET end point, A=ARTCC T=TAF U=T+V)
!   U = Upper air (rawinsonde=X) or Wind Profiler (W) site
!   A = Auto (A=ASOS, W=AWOS, M=Meso, H=Human, G=Augmented) (H/G not yet impl.)
!   C = Office type F=WFO/R=RFC/C=NCEP Center
!   Digit that follows is a priority for plotting (0=highest)
!   Country code (2-char) is last column
!
!23456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
!
!
! ALASKA             16-DEC-13                                                  
CD, STATION        ,ICAO , IATA ,SYNOP , LAT   , LONG  ,ELEV  ,M
PA,JOHNSTOWN       ,KJST , JST  ,      ,40 19N ,078 50W, 694  ,X
PA,LANCASTER       ,KLNS , LNS  ,      ,40 07N ,076 18W, 125  ,X
PA,LATROBE/WESTMORL,KLBE , LBE  ,      ,40 16N ,079 24W, 361  ,X
PA,LOCK HAVEN      ,KLHV , LHV  ,      ,41 08N ,077 25W, 170  ,X
PA,MEADVILLE       ,KGKJ , GKJ  ,      ,41 38N ,080 13W, 428  ,X
PA,MIDDLETOWN      ,KMDT , MDT  ,      ,40 12N ,076 46W,  95  ,X
PA,MT. POCONO      ,KMPO , MPO  ,      ,41 08N ,075 23W, 577  ,X
PA,MUIR AAF/INDIANT,KMUI , MUI  ,      ,40 25N ,076 34W, 149  ,X
PA,NEW CASTLE MUNI ,KUCP , UCP  ,      ,41 02N ,080 25W, 327  ,X
PA,PERKASIE        ,KCKZ , CKZ  ,      ,40 23N ,075 17W, 173  ,Z
PA,PHILADELPHIA    ,KPHL , PHL  ,72408 ,39 52N ,075 14W,  18  ,X
PA,PHILADELPHIA/NE ,KPNE , PNE  ,      ,40 05N ,075 01W,  28  ,X
PA,PHILLY WINGS F  ,KLOM , LOM  ,      ,40 08N ,075 16W,  92  ,X
PA,PHILIPSBURG/MID ,KPSB , PSB  ,72512 ,40 52N ,078 04W, 594  ,X
PA,PITTSBURGH/ALLEG,KAGC , AGC  ,      ,40 21N ,079 55W, 389  ,X
PA,PITTSBURGH      ,KPIT , PIT  ,72520 ,40 30N ,080 16W, 357  ,X
PA,PITT/CORAOPOLIS ,KPBZ , PBZ  ,      ,40 32N ,080 13W, 361  , 
PA,POTTSTOWN       ,KPTW , PTW  ,      ,40 14N ,075 33W,  92  ,X
PA,QUAKERTOWN ARP  ,KUKT , UKT  ,      ,40 26N ,075 23W, 160  ,X
PA,READING         ,KRDG , RDG  ,      ,40 22N ,075 58W, 109  ,X
PA,RUSH/ST COLLEGE ,KCCX , CCX  ,      ,40 55N ,078 00W, 733  , 
PA,SELINSGROVE     ,KSEG , SEG  ,      ,40 49N ,076 52W, 134  ,X
PA,SLATE RUN       ,KSLT , SLT  ,      ,41 30N ,077 58W, 707  , 
PA,STATE COLLEGE   ,KUNV , UNV  ,      ,40 51N ,077 50W, 378  ,X
PA,STATE COLLEG/WFO,KCTP , CTP  ,      ,40 51N ,077 51W, 389  , 
PA,STATE COLLEG/RFC,KRHA , RHA  ,      ,40 51N ,077 51W, 389  , 
PA,TOWANDA         ,KN27 , N27  ,      ,41 44N ,076 27W, 223  ,X
PA,WASHINGTON      ,KAFJ , AFJ  ,      ,40 07N ,080 16W, 361  ,X
PA,WEST CHESTER    ,KOQN , OQN  ,      ,39 59N ,075 35W, 142  ,X
PA,WILLIAMSPORT    ,KIPT , IPT  ,72514 ,41 15N ,076 55W, 164  ,X
PA,YORK            ,KTHV , THV  ,      ,39 55N ,076 53W, 144  ,X
PA,ALLENTOWN QUEEN ,KJVU , JVU  ,      ,40 34N ,075 29W, 122  ,Z
PA,CLEARFIELD      ,KN97 , N97  ,      ,41 03N ,078 25W, 462  ,Z
PA,COATESVILLE     ,K40N , 40N  ,      ,39 59N ,075 52W, 201  ,Z
PA,HAWLEY          ,KHAW , HAW  ,      ,41 29N ,075 10W, 268  ,Z
PA,MEADVILLE       ,K2G6 , 2G6  ,      ,41 37N ,080 12W, 428  ,Z
PA,TOBYHANNA       ,K7TB , 7TB  ,      ,41 11N ,075 25W, 585  ,Z
PA,WILLOW GROVE NAS,KNXX , NXX  ,      ,40 12N ,075 09W, 110  ,Z
!   ,		   ,	 ,	,      ,       ,       ,      ,
! RH,DE ISLAND       ,6-DEC,-98	,      ,       ,       ,      ,
! CD, STATION        ,ICAO , IATA ,SYNOP , LAT   , LONG  ,ELEV  
RI,BLOCK ISLAND    ,KBID , BID  ,      ,41 10N ,071 35W,  33  ,X
RI,N. KINGSTON/QUON,KOQU , OQU  ,      ,41 36N ,071 25W,   6  ,X
RI,NEWPORT         ,KUUU , UUU  ,      ,41 32N ,071 17W,  51  ,X
RI,PAWTUCKET       ,KSFZ , SFZ  ,      ,41 55N ,071 30W, 134  ,X
RI,PROVIDENCE/GREEN,KPVD , PVD  ,72507 ,41 43N ,071 26W,  16  ,X
RI,WESTERLY        ,KWST , WST  ,      ,41 21N ,071 48W,  21  ,X
RI,NEWPORT         ,K2B4 , 2B4  ,      ,41 32N ,071 17W,  52  ,Z
RI,WOONSOCKET      ,K1B6 , 1B6  ,      ,41 55N ,071 31W,  35  ,Z
!   ,		   ,	 ,	,      ,       ,       ,      ,
! SO,TH CAROLINA     ,0-APR,-13	,      ,       ,       ,      ,
! CD, STATION        ,ICAO , IATA ,SYNOP , LAT   , LONG  ,ELEV  
SC,AIKEN           ,KAIK , AIK  ,      ,33 39N ,081 41W, 161  ,X
SC,ANDERSON        ,KAND , AND  ,      ,34 30N ,082 43W, 239  ,X
SC,BARNWELL        ,KBNL , BNL  ,      ,33 15N ,081 23W,  75  ,X
SC,BEAUFORT MCAS   ,KNBC , NBC  ,      ,32 28N ,080 43W,  12  ,X
SC,BEAUFORT CNTY   ,KARW , ARW  ,      ,32 25N ,080 38W,   4  ,X
SC,BERKELEY MONCKS ,KMKS , MKS  ,      ,33 11N ,080 02W,  23  ,X
SC,CAMDEN WOODWARD ,KCDN , CDN  ,      ,34 17N ,080 34W,  92  ,X
SC,CHARLESTON      ,KCHS , CHS  ,72208 ,32 54N ,080 02W,  13  ,X
SC,CHARLESTON/GRAYS,KCLX , CLX  ,      ,32 39N ,081 03W,  30  , 
SC,CHARLESTON/EXEC ,KJZI , JZI  ,      ,32 42N ,080 00W,   6  ,X
SC,CHERAW          ,KCQW , CQW  ,      ,34 43N ,079 57W,  73  ,X
SC,CHESTER CATAWBA ,KDCM , DCM  ,      ,34 47N ,081 12W, 200  ,X
SC,CLEMSON         ,KCEU , CEU  ,      ,34 40N ,082 53W, 268  ,X
SC,COLLIERS VOR    ,KIRQ , IRQ  ,      ,33 43N ,082 10W, 147  , 
SC,COLUMBIA        ,KCAE , CAE  ,72310 ,33 56N ,081 07W,  70  ,X
SC,COLUMBIA-OWENS  ,KCUB , CUB  ,      ,33 58N ,081 00W,  56  ,X
SC,CONWAY-HORRY CTY,KHYW , HYW  ,      ,33 50N ,079 07W,  11  ,X
SC,DARLINGTON CNTY ,KUDG , UDG  ,      ,34 27N ,079 53W,  59  ,X
SC,FLORENCE        ,KFLO , FLO  ,      ,34 11N ,079 44W,  44  ,X
SC,GEORGETOWN      ,KGGE , GGE  ,      ,33 19N ,079 19W,  12  ,X
SC,GREENWOOD       ,KGRD , GRD  ,      ,34 15N ,082 09W, 185  ,X
SC,GREER/SPARTANSBG,KGSP , GSP  ,72312 ,34 54N ,082 13W, 287  ,X
SC,GREENVILLE      ,KGMU , GMU  ,      ,34 51N ,082 21W, 315  ,X
SC,GREENVILLE      ,KGYH , GYH  ,      ,34 45N ,082 23W, 292  ,X
SC,HARTSVILLE      ,KHVS , HVS  ,      ,34 24N ,080 07W, 111  ,X
SC,HILTON HEAD     ,KHXD , HXD  ,      ,32 13N ,080 42W,   6  ,X
SC,KINGSTREE       ,KCKI , CKI  ,      ,33 43N ,079 51W,  21  ,X
SC,LANCASTER       ,KLKR , LKR  ,      ,34 43N ,080 51W, 149  ,X
SC,LAURENS         ,KLUX , LUX  ,      ,34 30N ,081 57W, 213  ,X
SC,MANNING         ,KMNI , MNI  ,      ,33 35N ,080 13W,  32  ,X
SC,MARION          ,KMAO , MAO  ,      ,34 11N ,079 20W,  28  ,X
SC,MARLBORO CNTY   ,KBBP , BBP  ,      ,34 37N ,079 44W,  45  ,X
SC,MCENTIRE ANG BAS,KMMT , MMT  ,      ,33 55N ,080 47W,  77  ,X
SC,MOUNT PLEASANT  ,KLRO , LRO  ,      ,32 54N ,079 47W,   4  ,X
SC,MYRTLE BEACH    ,KMYR , MYR  ,74791 ,33 40N ,078 55W,   8  ,X
SC,NORTH MYRTLE BEA,KCRE , CRE  ,      ,33 49N ,078 43W,  10  ,X
SC,NEWBERRY        ,KEOE , EOE  ,      ,34 19N ,081 38W, 174  ,X
SC,ORANGEBURG      ,KOGB , OGB  ,      ,33 28N ,080 51W,  59  ,X
SC,PICKENS         ,KLQK , LQK  ,      ,34 49N ,082 42W, 309  ,X
SC,ROCK HILL       ,KUZA , UZA  ,      ,34 59N ,081 03W, 202  ,X
SC,SHAW AFB/SUMTER ,KSSC , SSC  ,74790 ,33 58N ,080 28W,  74  ,X
SC,SPARTANBURG     ,KSPA , SPA  ,      ,34 55N ,081 56W, 303  ,X
SC,SUMMERVILLE     ,KDYB , DYB  ,      ,33 04N ,080 17W,  18  ,X
SC,SUMTER          ,KSMS , SMS  ,      ,34 00N ,080 22W,  56  ,X
SC,WALTERBORO      ,KRBW , RBW  ,      ,32 55N ,080 38W,  31  ,X
SC,WINNSBORO       ,KFDW , FDW  ,      ,34 19N ,081 07W, 176  ,X
SC,CHARLESTON AFB  ,KIGC , IGC  ,      ,32 54N ,080 02W,  14  ,Z
SC,FOLLY ISLAND    ,     ,      ,99423 ,32 40N ,079 07W,   3  ,Z
SC,GRNVL/DNLDSN    ,KXAA , XAA  ,      ,34 45N ,082 23W, 320  ,Z
SC,HILTON HEAD     ,K49J , 49J  ,      ,32 13N ,080 42W,   6  ,Z
SC,ROCK HILL       ,K29J , 29J  ,      ,34 59N ,081 03W, 202  ,Z
SC,SUMTER/POINSETT ,K2PJ , 2PJ  ,74792 ,33 51N ,080 29W,  68  ,Z
!   ,		   ,	 ,	,      ,       ,       ,      ,
! SO,TH DAKOTA       ,8-FEB,-12	,      ,       ,       ,      ,
! CD, STATION        ,ICAO , IATA ,SYNOP , LAT   , LONG  ,ELEV  
SD,ABERDEEN        ,KABR , ABR  ,72659 ,45 27N ,098 25W, 397  ,X
SD,BELLE FOURCHE   ,KEFC , EFC  ,      ,44 43N ,103 52W, 982  ,X
SD,BISON           ,K6V5 , 6V5  ,      ,45 31N ,102 28W, 851  ,X
SD,BRITTON         ,KBTN , BTN  ,      ,45 49N ,097 45W, 402  ,X
SD,BROOKINGS       ,KBKX , BKX  ,      ,44 17N ,096 49W, 502  ,X
SD,BUFFALO         ,K2WX , 2WX  ,      ,45 36N ,103 33W, 915  ,X
SD,CHAMBERLAIN     ,K9V9 , 9V9  ,72653 ,43 46N ,099 19W, 519  ,X
SD,CLARK           ,K8D7 , 8D7  ,      ,44 54N ,097 43W, 547  ,X
SD,CUSTER          ,KCUT , CUT  ,      ,43 44N ,103 37W,1725  ,X
SD,DESMET          ,K6E5 , 6E5  ,      ,44 26N ,097 33W, 527  ,X
SD,DUPREE          ,KDPR , DPR  ,      ,45 04N ,101 42W, 771  , 
SD,EAGLE BUTTE     ,K84D , 84D  ,      ,44 59N ,101 15W, 746  ,X
SD,ELLSWORTH AFB   ,KRCA , RCA  ,      ,44 08N ,103 05W, 999  ,X
SD,FAITH           ,KD07 , D07  ,      ,45 02N ,102 01W, 784  ,X
SD,FAULKTON        ,K3FU , 3FU  ,      ,45 02N ,099 07W, 478  ,X
SD,GETTYSBURG      ,K0D8 , 0D8  ,      ,44 59N ,099 57W, 629  ,X
SD,GREGORY         ,K9D1 , 9D1  ,      ,43 13N ,099 24W, 663  ,X
SD,HOT SPRINGS     ,KHSR , HSR  ,      ,43 22N ,103 23W, 960  ,X
SD,HURON           ,KHON , HON  ,72654 ,44 23N ,098 14W, 390  ,X
SD,LEMMON          ,KY22 , Y22  ,72669 ,45 55N ,102 10W, 781  ,X
SD,MADISON         ,KMDS , MDS  ,      ,44 01N ,097 05W, 524  ,X
SD,MARTIN          ,K9V6 , 9V6  ,      ,43 10N ,101 43W,1004  ,X
SD,MILLBANK        ,K1D1 , 1D1  ,      ,45 14N ,096 34W, 341  ,X
SD,MILLER          ,KMKA , MKA  ,      ,44 32N ,098 57W, 479  ,X
SD,MITCHELL        ,KMHE , MHE  ,      ,43 46N ,098 01W, 397  ,X
SD,MOBRIDGE        ,KMBG , MBG  ,72668 ,45 33N ,100 25W, 510  ,X
SD,ONIDA           ,K98D , 98D  ,      ,44 42N ,100 06W, 571  ,X
SD,PARKSTON        ,K8V3 , 8V3  ,      ,43 23N ,097 59W, 432  ,X
SD,PHILIP          ,KPHP , PHP  ,      ,44 03N ,101 36W, 672  ,X
SD,PIERRE          ,KPIR , PIR  ,      ,44 23N ,100 17W, 526  ,X
SD,PINE RIDGE      ,KIEN , IEN  ,      ,43 02N ,102 31W, 998  ,X
SD,PLATTE          ,K1D3 , 1D3  ,      ,43 24N ,098 50W, 493  ,X
SD,RAPID CITY/WFO  ,KUNR , UNR  ,72662 ,44 04N ,103 12W,1027  ,X
SD,RAPID CITY      ,KRAP , RAP  ,      ,44 03N ,103 03W, 965  ,X
SD,RAPID/N UNDERWOD,KUDX , UDX  ,      ,44 08N ,102 50W, 919  , 
SD,SIOUX FALLS     ,KFSD , FSD  ,72651 ,43 35N ,096 45W, 436  ,X
SD,SISSETON        ,K8D3 , 8D3  ,      ,45 40N ,096 59W, 354  ,X
SD,SPEARFISH/CLYDE ,KSPF , SPF  ,      ,44 28N ,103 46W,1188  ,X
SD,STURGIS         ,K49B , 49B  ,      ,44 25N ,103 23W, 989  ,X
SD,TEA             ,KY14 , Y14  ,      ,43 27N ,096 48W, 462  ,X
SD,VERMILLION      ,KVMR , VMR  ,      ,42 46N ,096 56W, 349  ,X
SD,WAGNER          ,KAGZ , AGZ  ,      ,43 04N ,098 18W, 451  ,X
SD,WALL            ,K6V4 , 6V4  ,      ,44 00N ,102 15W, 857  ,X
SD,WATERTOWN       ,KATY , ATY  ,      ,44 54N ,097 09W, 532  ,X
SD,WEBSTER         ,K1D7 , 1D7  ,      ,45 18N ,097 31W, 566  ,X
SD,WESSINGTON SPRIN,K4X4 , 4X4  ,      ,44 04N ,098 32W, 471  ,X
SD,WINNER          ,KICR , ICR  ,      ,43 23N ,099 51W, 621  ,X
SD,WINNER          ,KSFD , SFD  ,      ,43 23N ,099 51W, 621  ,Z
SD,YANKTON         ,KYKN , YKN  ,      ,42 55N ,097 22W, 398  ,X
SD,BELLE FOURCHE   ,KBEL , BEL  ,      ,44 48N ,104 03W, 971  ,X
SD,JCT SD44 US385  ,KPAC , PAC  ,      ,44 06N ,103 31W,1494  ,X
SD,ELLSWORTH I90   ,KEL0 , EL0  ,      ,44 07N ,103 05W, 939  ,X
SD,WASTA I90       ,KWTA ,      ,      ,44 05N ,102 29W, 810  ,X
SD,SHERIDAN LAKE RD,KSL0 , SL0  ,      ,44 02N ,103 26W,1478  ,X
SD,EDGEMONT US18   ,KED0 , ED0  ,      ,43 17N ,103 53W,1136  ,X
SD,SD-WY BORDR US85,KNE0 , NE0  ,      ,44 11N ,104 03W,1940  ,X
SD,GLAD VLY SD20   ,KGLV ,      ,      ,45 24N ,101 47W, 753  ,X
SD,BATESLAND US18  ,KBAT , BAT  ,      ,43 08N ,102 06W,1042  ,X
SD,LEMMON US12     ,KLEM , LEM  ,      ,45 56N ,102 11W, 783  ,X
SD,ANDOVER         ,KADR , ADR  ,      ,45 26N ,097 56W, 453  ,X
SD,BELVIDERE       ,KBVD , BVD  ,      ,43 54N ,101 08W, 728  ,X
SD,BRANDT          ,KBRA , BRA  ,      ,44 41N ,096 51W, 564  ,X
SD,CACTUS FLATS    ,KCAC , CAC  ,      ,43 50N ,101 46W, 751  ,X
SD,KADOKA          ,KKAD , KAD  ,      ,43 52N ,101 50W, 765  ,X
SD,FREDERICK       ,KFED , FED  ,      ,45 56N ,098 34W, 427  ,X
SD,HARROLD         ,KHRD , HRD  ,      ,44 32N ,099 42W, 547  ,X
SD,HERRIED         ,KHER , HER  ,      ,45 51N ,100 06W, 513  ,X
SD,RELIANCE        ,KREL , REL  ,      ,43 52N ,099 34W, 542  ,X
SD,SUMMIT          ,KSUM , SUM  ,      ,45 20N ,097 05W, 607  ,X
SD,TOLSTOY         ,KTLS , TLS  ,      ,45 13N ,099 40W, 596  ,X
SD,VICTOR          ,KVIC , VIC  ,      ,45 54N ,096 52W, 329  ,X
SD,VIVIAN          ,KVIV , VIV  ,      ,44 14N ,100 22W, 588  ,X
SD,CUSTER          ,K0V1 , 0V1  ,      ,43 44N ,103 37W,1725  ,Z
SD,MOBRIDGE        ,KY26 , Y26  ,      ,45 32N ,100 26W, 508  ,Z
SD,PHILIP          ,KP05 , P05  ,      ,44 04N ,101 39W, 683  ,Z
SD,PICKSTOWN       ,     , PKW  ,72652 ,43 04N ,098 31W, 453  ,Z
SD,REDIG           ,KREJ , REJ  ,72661 ,45 16N ,103 32W, 925  ,Z
SD,ABERDEEN        ,QABS ,      ,      ,45 29N ,098 28W, 395  ,X
SD,ALCESTER        ,QALS ,      ,      ,43 01N ,096 38W, 342  ,X
SD,BALTIC          ,QBAS ,      ,      ,43 46N ,096 44W, 342  ,X
SD,BRANDON         ,QBRS ,      ,      ,43 36N ,096 35W, 342  ,X
SD,FT THOMPSON     ,QCES ,      ,      ,44 04N ,099 26W, 440  ,X
SD,CLARK           ,QCLS ,      ,      ,44 53N ,097 44W, 342  ,X
SD,REDFIELD        ,QDPS ,      ,      ,44 53N ,098 31W, 397  ,X
SD,LEAD            ,QDSS ,      ,      ,44 21N ,103 47W,1560  ,X
SD,ELKTON          ,QEKS ,      ,      ,44 14N ,096 29W, 342  ,X
SD,PARKSTON        ,QESS ,      ,      ,43 24N ,097 59W, 426  ,X
SD,GETTYSBURG      ,QETS ,      ,      ,45 01N ,099 58W, 628  ,X
SD,GARRETSON       ,QGAS ,      ,      ,43 43N ,096 30W, 342  ,X
SD,CHAMBERLAIN     ,QHAS ,      ,      ,43 48N ,099 20W, 447  ,X
SD,BRITTON         ,QHHS ,      ,      ,45 47N ,097 45W, 414  ,X
SD,HOWARD          ,QHOS ,      ,      ,44 01N ,097 32W, 342  ,X
SD,WINNER          ,QHSS ,      ,      ,43 23N ,099 52W, 622  ,X
SD,HURON           ,QHUS ,      ,      ,44 21N ,098 14W, 388  ,X
SD,KADOKA          ,QKAS ,      ,      ,43 50N ,101 31W, 749  ,X
SD,BROOKINGS       ,QKGS ,      ,      ,44 17N ,096 47W, 495  ,X
SD,MILLER          ,QLES ,      ,      ,44 31N ,098 59W, 484  ,X
SD,CLEAR LAKE      ,QLKS ,      ,      ,44 45N ,096 41W, 342  ,X
SD,COLTON          ,QLTS ,      ,      ,43 44N ,096 55W, 478  ,X
SD,MADISON         ,QMMS ,      ,      ,44 01N ,097 06W, 510  ,X
SD,MILBANK         ,QMIS ,      ,      ,45 12N ,096 38W, 354  ,X
SD,MISSION         ,QMSS ,      ,      ,43 18N ,100 40W, 784  ,X
SD,MOBRIDGE        ,QOBS ,      ,      ,45 32N ,100 26W, 511  ,X
SD,PIERRE          ,QPIS ,      ,      ,44 22N ,100 21W, 493  ,X
SD,ELK POINT       ,QPJS ,      ,      ,42 41N ,096 41W, 342  ,X
SD,RAPID CITY      ,QRAS ,      ,      ,44 04N ,103 13W, 998  ,X
SD,RAMONA          ,QRMS ,      ,      ,44 07N ,097 13W, 342  ,X
SD,FSD PH          ,QSAS ,      ,      ,43 32N ,096 43W, 440  ,X
SD,FSD PAV         ,QSBS ,      ,      ,43 32N ,096 44W, 449  ,X
SD,EUREKA          ,QSDS ,      ,      ,45 46N ,099 37W, 576  ,X
SD,FLANDREAU       ,QSNS ,      ,      ,44 03N ,096 36W, 478  ,X
SD,MITCHELL        ,QTMS ,      ,      ,43 43N ,098 02W, 395  ,X
SD,MARTY           ,QTYS ,      ,      ,43 00N ,098 09W, 441  ,X
SD,VERMILLION      ,QVMS ,      ,      ,42 47N ,096 56W, 373  ,X
SD,WALL            ,QWAS ,      ,      ,43 59N ,102 14W, 854  ,X
SD,WEBSTER         ,QWES ,      ,      ,45 20N ,097 31W, 342  ,X
SD,WATERTOWN       ,QWTS ,      ,      ,44 55N ,097 06W, 544  ,X
SD,YANKTON         ,QYAS ,      ,      ,42 53N ,097 23W, 382  ,X
SD,HARRISBURG      ,QHBS ,      ,      ,43 25N ,096 42W, 380  ,X
SD,MARION          ,QMRS ,      ,      ,43 23N ,097 17W, 451  ,X
SD,PLATTE          ,QPTS ,      ,      ,43 23N ,098 51W, 488  ,X
!   ,		   ,	 ,	,      ,       ,       ,      ,
! TE,NESSEE          ,3-DEC,-13	,      ,       ,       ,      ,
! CD, STATION        ,ICAO , IATA ,SYNOP , LAT   , LONG  ,ELEV  
TN,ATHENS/MCMINN   ,KMMI , MMI  ,      ,35 24N ,084 34W, 266  ,X
TN,BOLIVAR/WHITEHST,KM08 , M08  ,      ,35 13N ,089 03W, 152  ,X
TN,BRISTOL         ,KTRI , TRI  ,      ,36 29N ,082 24W, 474  ,X
TN,CHATTANOOGA     ,KCHA , CHA  ,72324 ,35 02N ,085 12W, 210  ,X
TN,CHATTANOOGA VOR ,KGQO , GQO  ,      ,34 58N ,085 09W, 210  , 
TN,CLARKSVILLE     ,KCKV , CKV  ,      ,36 37N ,087 25W, 165  ,X
TN,CLEVELAND REG.  ,KRZR , RZR  ,      ,35 13N ,084 48W, 263  ,X
TN,COLLEGEDALE     ,K3M3 , 3M3  ,      ,35 03N ,085 01W, 262  ,X
TN,COLUMBIA        ,KMRC , MRC  ,      ,35 33N ,087 11W, 208  ,X
TN,COVINGTON MUNI  ,KM04 , M04  ,      ,35 35N ,089 35W,  85  ,X
TN,CROSSVILLE      ,KCSV , CSV  ,      ,35 57N ,085 05W, 570  ,X
TN,DEWITT SPAIN/MEM,KM01 , M01  ,      ,35 12N ,090 03W,  69  ,X
TN,DICKSON         ,KM02 , M02  ,      ,36 08N ,087 26W, 272  ,X
TN,DYERSBURG       ,KDYR , DYR  ,      ,36 00N ,089 24W, 103  ,X
TN,ELIZABETHTON    ,K0A9 , 0A9  ,      ,36 22N ,082 10W, 486  ,X
TN,FAYETTEVILLE    ,KFYM , FYM  ,      ,35 04N ,086 34W, 300  ,X
TN,FRANKLIN WILKINS,KM52 , M52  ,      ,35 39N ,088 23W, 157  ,X
TN,GALLATIN        ,KM33 , M33  ,      ,36 23N ,086 25W, 178  ,X
TN,HOLSTON MTN VOR ,KHMV , HMV  ,      ,36 26N ,082 08W,1317  , 
TN,HUNTINGDON      ,KHZD , HZD  ,      ,36 05N ,088 28W, 151  ,X
TN,JACKSON         ,KMKL , MKL  ,      ,35 36N ,088 55W, 128  ,X
TN,KNOXVILLE       ,KTYS , TYS  ,72326 ,35 49N ,083 59W, 302  ,X
TN,KNOXVILLE VOR   ,KVXV , VXV  ,      ,35 54N ,083 53W, 302  , 
TN,LAWRENCEBURG    ,K2M2 , 2M2  ,      ,35 14N ,087 15W, 286  ,X
TN,LEBANON         ,KM54 , M54  ,      ,36 11N ,086 19W, 180  ,X
TN,LEWISBURG       ,KLUG , LUG  ,      ,35 30N ,086 48W, 219  ,X
TN,LIVINGSTON      ,K8A3 , 8A3  ,      ,36 25N ,085 19W, 419  ,X
TN,MCMINNVILLE     ,KRNC , RNC  ,      ,35 42N ,085 51W, 315  ,X
TN,MEMPHIS         ,KMEM , MEM  ,72334 ,35 04N ,089 59W,  86  ,X
TN,MEMPHIS/WFO     ,KMEG , MEG  ,      ,35 03N ,090 00W, 101  , 
TN,MEMPHIS/ARTCC   ,KZME , ZME  ,      ,35 03N ,089 59W, 101  , 
TN,MILLINGTON/88D  ,KNQA , NQA  ,      ,35 21N ,089 52W,  86  ,X
TN,MILLINGTON      ,K2M8 , 2M8  ,      ,35 17N ,089 56W,  75  ,X
TN,MORRISTOWN/KNOX ,KMRX , MRX  ,      ,36 10N ,083 24W, 408  , 
TN,MURFREESBORO    ,KMBT , MBT  ,      ,35 53N ,086 23W, 188  ,X
TN,NASHVILLE       ,KBNA , BNA  ,72327 ,36 07N ,086 41W, 210  ,X
TN,NASHV/JC TUNE   ,KJWN , JWN  ,      ,36 11N ,086 53W, 151  ,X
TN,OAK RIDGE       ,KOQT , OQT  ,      ,36 01N ,084 14W, 277  ,X
TN,OLD HICKORY/NASH,KOHX , OHX  ,      ,36 15N ,086 34W, 176  , 
TN,PARIS HENRY CTY ,KPHT , PHT  ,      ,36 20N ,088 23W, 177  ,X
TN,PORTLAND        ,K1M5 , 1M5  ,      ,36 36N ,086 29W, 250  ,X
TN,ROCKWOOD        ,KRKW , RKW  ,      ,35 55N ,084 41W, 508  ,X
TN,SAVANNAH HARDIN ,KSNH , SNH  ,      ,35 10N ,088 13W, 144  ,X
TN,SHELBYVILLE     ,KSYI , SYI  ,      ,35 34N ,086 27W, 245  ,X
TN,SMYRNA          ,KMQY , MQY  ,      ,36 01N ,086 31W, 166  ,X
TN,SPARTA          ,KSRB , SRB  ,      ,36 03N ,085 32W, 313  ,X
TN,TULLAHOMA       ,KTHA , THA  ,      ,35 23N ,086 15W, 331  ,X
TN,UNION CITY      ,KUCY , UCY  ,      ,36 23N ,088 59W, 104  ,X
TN,WINCHESTER      ,KBGF , BGF  ,      ,35 11N ,086 04W, 299  ,X
TN,MONTEAGLE       ,KMGL , MGL  ,      ,35 15N ,085 51W, 586  ,Z
TN,SELMER          ,KSZY , SZY  ,      ,35 12N ,088 30W, 100  ,Z
!   ,		   ,	 ,	,      ,       ,       ,      ,
! TE,AS              ,3-MAR,-14	,      ,       ,       ,      ,
! CD, STATION        ,ICAO , IATA ,SYNOP , LAT   , LONG  ,ELEV  
TX,DALLAS/FT WORTH ,KDFW , DFW  ,72259 ,32 54N ,097 01W, 174  ,X
TX,ABILENE         ,KABI , ABI  ,72266 ,32 25N ,099 41W, 548  ,X
TX,ALICE           ,KALI , ALI  ,      ,27 44N ,098 01W,  53  ,X
TX,ALPINE-CASPARIS ,KE38 , E38  ,      ,30 23N ,103 41W,1376  ,X
TX,AMARILLO        ,KAMA , AMA  ,72363 ,35 13N ,101 43W,1093  ,X
TX,ANDREWS         ,KE11 , E11  ,      ,32 20N ,102 32W, 967  ,X
TX,ANGLETON        ,KLBX , LBX  ,      ,29 07N ,095 28W,   6  ,X
